Date (MM/DD/YYYY),Time (HH:MM),ETR (W/m^2),ETRN (W/m^2),GHI (W/m^2),GHI source,GHI uncert (%),DNI (W/m^2),DNI source,DNI uncert (%),DHI (W/m^2),DHI source,DHI uncert (%),GH illum (lx),GH illum source,Global illum uncert (%),DN illum (lx),DN illum source,DN illum uncert (%),DH illum (lx),DH illum source,DH illum uncert (%),Zenith lum (cd/m^2),Zenith lum source,Zenith lum uncert (%),TotCld (tenths),TotCld source,TotCld uncert (code),OpqCld (tenths),OpqCld source,OpqCld uncert (code),Dry-bulb (C),Dry-bulb source,Dry-bulb uncert (code),Dew-point (C),Dew-point source,Dew-point uncert (code),RHum (%),RHum source,RHum uncert (code),Pressure (mbar),Pressure source,Pressure uncert (code),Wdir (degrees),Wdir source,Wdir uncert (code),Wspd (m/s),Wspd source,Wspd uncert (code),Hvis (m),Hvis source,Hvis uncert (code),CeilHgt (m),CeilHgt source,CeilHgt uncert (code),Pwat (cm),Pwat source,Pwat uncert (code),AOD (unitless),AOD source,AOD uncert (code),Alb (unitless),Alb source,Alb uncert (code),Lprecip depth (mm),Lprecip quantity (hr),Lprecip source,Lprecip uncert (code)
04/06/1976,12:00,981,1364,753,1,9,901,1,9,106,1,13,78200,1,9,89800,1,9,13400,1,13,2580,1,18,0,B,8,0,B,8,15.9,B,8,-0.5,B,8,34,B,8,874,B,8,30,B,8,1.5,B,8,-9900,?,0,77777,B,8,1.1,E,8,0.091,F,8,-9900.000,?,0,-9900,-9900,?,0
04/06/1976,13:00,1013,1364,783,1,9,909,1,9,108,1,13,81200,1,9,90700,1,9,13600,1,13,2760,1,18,0,B,8,0,B,8,18.0,B,8,0.3,B,8,31,B,8,874,B,8,60,B,8,3.1,B,8,-9900,?,0,77777,B,8,1.1,E,8,0.091,F,8,-9900.000,?,0,-9900,-9900,?,0
04/06/1976,14:00,985,1364,755,1,9,901,1,9,106,1,13,78400,1,9,89800,1,9,13400,1,13,2600,1,18,0,A,7,0,A,7,20.0,A,7,1.1,A,7,29,A,7,874,A,7,90,A,7,4.6,A,7,96600,A,7,77777,A,7,1.2,E,8,0.091,F,8,-9900.000,?,0,-9900,-9900,?,0
04/06/1976,15:00,898,1364,676,1,9,878,1,9,99,1,13,70300,1,9,87200,1,9,12800,1,13,2200,1,18,0,B,8,0,B,8,20.0,B,8,0.7,B,8,29,B,8,874,B,8,100,B,8,4.8,B,8,-9900,?,0,77777,B,8,1.2,E,8,0.091,F,8,-9900.000,?,0,-9900,-9900,?,0
04/06/1976,16:00,757,1364,547,1,9,823,1,9,91,1,13,58000,1,9,81700,1,9,12500,1,13,2070,1,18,1,B,8,0,B,8,20.0,B,8,0.7,B,8,29,B,8,874,B,8,100,B,8,5.0,B,8,-9900,?,0,77777,B,8,1.2,E,8,0.091,F,8,-9900.000,?,0,-9900,-9900,?,0
04/06/1976,17:00,574,1364,384,1,9,739,1,9,74,1,13,40200,1,9,70700,1,9,10300,1,13,1520,1,18,1,A,7,0,A,7,20.0,A,7,1.1,A,7,29,A,7,874,A,7,110,A,7,5.2,A,7,96600,A,7,77777,A,7,1.2,E,8,0.091,F,8,-9900.000,?,0,-9900,-9900,?,0
04/06/1976,18:00,360,1364,206,1,9,584,1,9,53,1,13,21700,1,9,50000,1,9,8500,1,13,1010,1,18,1,B,8,0,B,8,18.1,B,8,0.4,B,8,32,B,8,874,B,8,110,B,8,4.8,B,8,-9900,?,0,77777,B,8,1.1,E,8,0.091,F,8,-9900.000,?,0,-9900,-9900,?,0
04/06/1976,19:00,132,1364,45,1,13,208,1,9,26,1,13,4700,1,13,11500,1,9,3600,1,13,460,1,21,2,B,8,1,B,8,16.3,B,8,0.3,B,8,34,B,8,875,B,8,110,B,8,4.5,B,8,-9900,?,0,77777,B,8,1.1,E,8,0.091,F,8,-9900.000,?,0,-9900,-9900,?,0
04/06/1976,20:00,1,148,1,1,13,1,1,9,0,1,13,0,1,13,0,1,9,0,1,13,0,1,21,2,A,7,1,A,7,14.4,A,7,0.0,A,7,37,A,7,875,A,7,110,A,7,4.1,A,7,32200,A,7,77777,A,7,1.1,E,8,0.091,F,8,-9900.000,?,0,-9900,-9900,?,0
04/06/1976,21:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3,B,8,2,B,8,12.7,B,8,-1.1,B,8,39,B,8,876,B,8,130,B,8,3.6,B,8,-9900,?,0,77777,B,8,1.0,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
04/06/1976,22:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3,B,8,2,B,8,11.1,B,8,-2.1,B,8,41,B,8,876,B,8,160,B,8,3.1,B,8,-9900,?,0,77777,B,8,1.0,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
04/06/1976,23:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,A,7,3,A,7,9.4,A,7,-2.8,A,7,43,A,7,877,A,7,180,A,7,2.6,A,7,32200,A,7,77777,A,7,0.9,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
04/06/1976,24:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3,B,8,2,B,8,8.3,B,8,-3.1,B,8,45,B,8,877,B,8,170,B,8,2.8,B,8,-9900,?,0,77777,B,8,0.9,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
04/07/1976,01:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,B,8,1,B,8,7.2,B,8,-3.4,B,8,47,B,8,878,B,8,160,B,8,2.9,B,8,-9900,?,0,77777,B,8,0.9,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
04/07/1976,02:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,A,7,0,A,7,6.1,A,7,-3.9,A,7,49,A,7,878,A,7,150,A,7,3.1,A,7,32200,A,7,77777,A,7,0.9,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
04/07/1976,03:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,B,8,0,B,8,5.2,B,8,-3.1,B,8,55,B,8,878,B,8,90,B,8,2.8,B,8,-9900,?,0,77777,B,8,0.9,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
04/07/1976,04:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,B,8,1,B,8,4.2,B,8,-2.6,B,8,61,B,8,879,B,8,40,B,8,2.4,B,8,-9900,?,0,77777,B,8,0.9,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
04/07/1976,05:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,A,7,1,A,7,3.3,A,7,-2.2,A,7,67,A,7,880,A,7,340,A,7,2.1,A,7,32200,A,7,77777,A,7,0.9,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
04/07/1976,06:00,0,80,0,1,0,0,1,0,0,1,0,0,1,1,0,1,2,0,1,2,0,1,1,1,B,8,1,B,8,4.6,B,8,-1.8,B,8,65,B,8,880,B,8,10,B,8,2.3,B,8,-9900,?,0,77777,B,8,1.0,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
04/07/1976,07:00,123,1363,47,1,13,274,1,9,23,1,13,4900,1,13,14700,1,9,3600,1,13,410,1,21,1,B,8,1,B,8,5.9,B,8,-0.8,B,8,62,B,8,880,B,8,30,B,8,2.4,B,8,-9900,?,0,77777,B,8,1.0,E,8,0.062,F,8,-9900.000,?,0,-9900,-9900,?,0
04/07/1976,08:00,352,1363,200,1,13,586,1,9,49,1,13,20500,1,13,50200,1,9,7600,1,13,950,1,21,1,A,7,1,A,7,7.2,A,7,0.0,A,7,60,A,7,881,A,7,60,A,7,2.6,A,7,96600,A,7,77777,A,7,1.1,E,8,0.062,F,8,-9900.000,?,0,-9900,-9900,?,0
04/07/1976,09:00,567,1363,374,1,9,660,1,9,100,1,13,39100,1,9,63000,1,9,12800,1,13,1980,1,18,2,B,8,2,B,8,9.4,B,8,0.3,B,8,53,B,8,881,B,8,90,B,8,3.5,B,8,-9900,?,0,77777,B,8,1.1,E,8,0.062,F,8,-9900.000,?,0,-9900,-9900,?,0
04/07/1976,10:00,753,1363,519,1,9,746,1,9,108,1,13,55500,1,9,75000,1,9,14000,1,13,2480,1,18,2,B,8,2,B,8,11.7,B,8,0.4,B,8,47,B,8,881,B,8,110,B,8,4.3,B,8,-9900,?,0,77777,B,8,1.1,E,8,0.062,F,8,-9900.000,?,0,-9900,-9900,?,0
04/07/1976,11:00,896,1363,629,1,13,747,1,13,138,1,13,67200,1,13,76000,1,13,17100,1,13,3630,1,23,3,A,7,3,A,7,13.9,A,7,0.6,A,7,40,A,7,882,A,7,140,A,7,5.2,A,7,96600,A,7,77777,A,7,1.1,E,8,0.062,F,8,-9900.000,?,0,-9900,-9900,?,0
04/07/1976,12:00,987,1363,654,1,18,687,1,18,157,1,18,70000,1,18,70200,1,18,19100,1,18,4670,1,31,4,B,8,3,B,8,16.1,B,8,0.6,B,8,36,B,8,881,B,8,150,B,8,5.2,B,8,-9900,?,0,77777,B,8,1.2,E,8,0.062,F,8,-9900.000,?,0,-9900,-9900,?,0
04/07/1976,13:00,1019,1363,757,1,18,854,1,18,119,1,18,81000,1,18,86400,1,18,16300,1,18,3610,1,31,4,B,8,4,B,8,18.4,B,8,0.8,B,8,32,B,8,881,B,8,150,B,8,5.2,B,8,-9900,?,0,77777,B,8,1.2,E,8,0.062,F,8,-9900.000,?,0,-9900,-9900,?,0
04/07/1976,14:00,990,1363,714,1,13,767,1,13,157,1,13,76400,1,13,78400,1,13,19300,1,13,4700,1,23,5,A,7,4,A,7,20.6,A,7,1.1,A,7,28,A,7,881,A,7,160,A,7,5.2,A,7,96600,A,7,77777,A,7,1.2,E,8,0.062,F,8,-9900.000,?,0,-9900,-9900,?,0
04/07/1976,15:00,903,1363,551,1,18,591,1,18,160,1,18,58300,1,18,59800,1,18,18600,1,18,4170,1,31,4,B,8,3,B,8,20.4,B,8,0.0,B,8,27,B,8,880,B,8,150,B,8,5.5,B,8,-9900,?,0,77777,B,8,1.1,E,8,0.062,F,8,-9900.000,?,0,-9900,-9900,?,0
04/07/1976,16:00,762,1363,533,1,18,736,1,18,122,1,18,56500,1,18,73800,1,18,15200,1,18,2780,1,31,3,B,8,3,B,8,20.2,B,8,-0.7,B,8,25,B,8,880,B,8,150,B,8,5.9,B,8,-9900,?,0,77777,B,8,1.1,E,8,0.062,F,8,-9900.000,?,0,-9900,-9900,?,0
04/07/1976,17:00,579,1363,385,1,9,721,1,9,79,1,13,39900,1,9,68900,1,9,10600,1,13,1580,1,18,2,A,7,2,A,7,20.0,A,7,-1.1,A,7,24,A,7,880,A,7,140,A,7,6.2,A,7,96600,A,7,77777,A,7,1.0,E,8,0.062,F,8,-9900.000,?,0,-9900,-9900,?,0
04/07/1976,18:00,365,1363,202,1,9,535,1,9,60,1,13,21100,1,9,45800,1,9,8900,1,13,1130,1,18,1,B,8,1,B,8,17.4,B,8,-2.3,B,8,27,B,8,880,B,8,140,B,8,5.2,B,8,-9900,?,0,77777,B,8,1.0,E,8,0.062,F,8,-9900.000,?,0,-9900,-9900,?,0
04/07/1976,19:00,138,1363,55,1,13,307,1,9,25,1,13,5700,1,13,17400,1,9,4000,1,13,450,1,21,1,B,8,1,B,8,14.8,B,8,-3.1,B,8,30,B,8,880,B,8,130,B,8,4.1,B,8,-9900,?,0,77777,B,8,0.9,E,8,0.062,F,8,-9900.000,?,0,-9900,-9900,?,0
04/07/1976,20:00,2,170,3,1,13,5,1,9,2,1,13,0,1,13,0,1,9,0,1,13,0,1,21,0,A,7,0,A,7,12.2,A,7,-3.9,A,7,33,A,7,880,A,7,130,A,7,3.1,A,7,96600,A,7,77777,A,7,0.9,E,8,0.062,F,8,-9900.000,?,0,-9900,-9900,?,0
04/07/1976,21:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,B,8,0,B,8,10.9,B,8,-3.3,B,8,39,B,8,880,B,8,140,B,8,2.9,B,8,-9900,?,0,77777,B,8,0.9,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
04/07/1976,22:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,B,8,0,B,8,9.6,B,8,-2.7,B,8,44,B,8,881,B,8,140,B,8,2.8,B,8,-9900,?,0,77777,B,8,1.0,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
04/07/1976,23:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,A,7,0,A,7,8.3,A,7,-1.7,A,7,50,A,7,881,A,7,150,A,7,2.6,A,7,32200,A,7,77777,A,7,1.0,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
04/07/1976,24:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,B,8,0,B,8,7.0,B,8,-1.2,B,8,57,B,8,881,B,8,100,B,8,1.7,B,8,-9900,?,0,77777,B,8,1.0,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
04/08/1976,01:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,B,8,0,B,8,5.7,B,8,-0.8,B,8,63,B,8,880,B,8,50,B,8,0.9,B,8,-9900,?,0,77777,B,8,1.0,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
04/08/1976,02:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,A,7,0,A,7,4.4,A,7,-0.6,A,7,70,A,7,880,A,7,0,A,7,0.0,A,7,32200,A,7,77777,A,7,1.0,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
04/08/1976,03:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,B,8,0,B,8,3.7,B,8,-0.5,B,8,73,B,8,880,B,8,0,B,8,0.0,B,8,-9900,?,0,77777,B,8,1.0,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
04/08/1976,04:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,B,8,0,B,8,2.9,B,8,-0.7,B,8,76,B,8,880,B,8,0,B,8,0.0,B,8,-9900,?,0,77777,B,8,1.0,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
04/08/1976,05:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,A,7,0,A,7,2.2,A,7,-1.1,A,7,79,A,7,880,A,7,0,A,7,0.0,A,7,32200,A,7,77777,A,7,1.0,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
04/08/1976,06:00,1,125,4,1,13,8,1,9,1,1,13,0,1,13,0,1,9,0,1,13,0,1,21,0,B,8,0,B,8,3.7,B,8,-1.1,B,8,74,B,8,880,B,8,0,B,8,0.0,B,8,-9900,?,0,77777,B,8,1.0,E,8,0.031,F,8,-9900.000,?,0,-9900,-9900,?,0
04/08/1976,07:00,131,1362,58,1,13,429,1,9,18,1,13,6200,1,13,28100,1,9,3500,1,13,390,1,21,1,B,8,0,B,8,5.2,B,8,-0.4,B,8,68,B,8,880,B,8,0,B,8,0.0,B,8,-9900,?,0,77777,B,8,1.1,E,8,0.031,F,8,-9900.000,?,0,-9900,-9900,?,0
04/08/1976,08:00,359,1362,222,1,9,724,1,9,33,1,13,23800,1,9,63300,1,9,7000,1,13,840,1,18,1,A,7,0,A,7,6.7,A,7,0.0,A,7,63,A,7,880,A,7,0,A,7,0.0,A,7,96600,A,7,77777,A,7,1.1,E,8,0.031,F,8,-9900.000,?,0,-9900,-9900,?,0
04/08/1976,09:00,574,1362,403,1,9,840,1,9,50,1,13,42700,1,9,80300,1,9,8800,1,13,1240,1,18,2,B,8,0,B,8,9.5,B,8,0.7,B,8,56,B,8,879,B,8,40,B,8,1.0,B,8,-9900,?,0,77777,B,8,1.2,E,8,0.031,F,8,-9900.000,?,0,-9900,-9900,?,0
04/08/1976,10:00,759,1362,511,1,9,803,1,9,64,1,13,53800,1,9,79100,1,9,9600,1,13,1610,1,18,4,B,8,1,B,8,12.2,B,8,1.1,B,8,48,B,8,878,B,8,80,B,8,2.1,B,8,-9900,?,0,77777,B,8,1.2,E,8,0.031,F,8,-9900.000,?,0,-9900,-9900,?,0
04/08/1976,11:00,902,1362,632,1,9,848,1,9,72,1,13,66400,1,9,84400,1,9,10400,1,13,1960,1,18,5,A,7,1,A,7,15.0,A,7,1.7,A,7,41,A,7,878,A,7,120,A,7,3.1,A,7,96600,A,7,77777,A,7,1.2,E,8,0.031,F,8,-9900.000,?,0,-9900,-9900,?,0
04/08/1976,12:00,992,1362,716,1,9,870,1,9,83,1,13,74800,1,9,86900,1,9,11400,1,13,2380,1,18,5,B,8,1,B,8,16.9,B,8,1.0,B,8,36,B,8,877,B,8,130,B,8,4.5,B,8,-9900,?,0,77777,B,8,1.2,E,8,0.031,F,8,-9900.000,?,0,-9900,-9900,?,0
04/08/1976,13:00,1024,1362,800,1,13,925,1,13,105,1,13,83000,1,13,92400,1,13,13400,1,13,2800,1,23,5,B,8,0,B,8,18.7,B,8,0.5,B,8,30,B,8,876,B,8,150,B,8,5.8,B,8,-9900,?,0,77777,B,8,1.1,E,8,0.031,F,8,-9900.000,?,0,-9900,-9900,?,0
04/08/1976,14:00,995,1362,776,1,9,922,1,9,102,1,13,80500,1,9,92000,1,9,13100,1,13,2620,1,18,5,A,7,0,A,7,20.6,A,7,0.0,A,7,25,A,7,875,A,7,160,A,7,7.2,A,7,96600,A,7,77777,A,7,1.1,E,8,0.031,F,8,-9900.000,?,0,-9900,-9900,?,0
04/08/1976,15:00,907,1362,701,1,13,923,1,13,87,1,13,73200,1,13,91800,1,13,11900,1,13,2150,1,23,4,B,8,0,B,8,20.6,B,8,-0.7,B,8,24,B,8,875,B,8,140,B,8,7.0,B,8,-9900,?,0,77777,B,8,1.0,E,8,0.031,F,8,-9900.000,?,0,-9900,-9900,?,0
04/08/1976,16:00,767,1362,572,1,13,895,1,13,69,1,13,60100,1,13,88200,1,13,10400,1,13,1680,1,23,3,B,8,0,B,8,20.6,B,8,-1.1,B,8,24,B,8,874,B,8,130,B,8,6.9,B,8,-9900,?,0,77777,B,8,1.0,E,8,0.031,F,8,-9900.000,?,0,-9900,-9900,?,0
04/08/1976,17:00,584,1362,412,1,9,846,1,9,50,1,13,43600,1,9,81000,1,9,8800,1,13,1250,1,18,2,A,7,0,A,7,20.6,A,7,-1.1,A,7,23,A,7,873,A,7,110,A,7,6.7,A,7,96600,A,7,77777,A,7,1.0,E,8,0.031,F,8,-9900.000,?,0,-9900,-9900,?,0
04/08/1976,18:00,370,1362,232,1,9,730,1,9,36,1,13,24800,1,9,64300,1,9,7300,1,13,890,1,18,2,B,8,0,B,8,18.4,B,8,-1.8,B,8,26,B,8,873,B,8,110,B,8,6.2,B,8,-9900,?,0,77777,B,8,1.0,E,8,0.031,F,8,-9900.000,?,0,-9900,-9900,?,0
04/08/1976,19:00,143,1362,63,1,13,332,1,9,29,1,13,6500,1,13,18900,1,9,4500,1,13,510,1,21,3,B,8,1,B,8,16.1,B,8,-1.9,B,8,30,B,8,873,B,8,100,B,8,5.7,B,8,-9900,?,0,77777,B,8,1.0,E,8,0.031,F,8,-9900.000,?,0,-9900,-9900,?,0
04/08/1976,20:00,2,216,5,1,13,14,1,9,3,1,13,0,1,13,0,1,9,0,1,13,0,1,21,3,A,7,1,A,7,13.9,A,7,-2.2,A,7,33,A,7,873,A,7,100,A,7,5.2,A,7,32200,A,7,77777,A,7,1.0,E,8,0.031,F,8,-9900.000,?,0,-9900,-9900,?,0
04/08/1976,21:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,B,8,1,B,8,12.6,B,8,-3.1,B,8,34,B,8,873,B,8,90,B,8,4.7,B,8,-9900,?,0,77777,B,8,0.9,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
04/08/1976,22:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,B,8,0,B,8,11.3,B,8,-3.9,B,8,35,B,8,873,B,8,80,B,8,4.1,B,8,-9900,?,0,77777,B,8,0.9,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
04/08/1976,23:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,5,A,7,0,A,7,10.0,A,7,-4.4,A,7,36,A,7,872,A,7,70,A,7,3.6,A,7,32200,A,7,77777,A,7,0.8,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
04/08/1976,24:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,B,8,0,B,8,8.1,B,8,-4.1,B,8,42,B,8,872,B,8,50,B,8,2.4,B,8,-9900,?,0,77777,B,8,0.9,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
04/09/1976,01:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3,B,8,0,B,8,6.3,B,8,-3.9,B,8,49,B,8,872,B,8,20,B,8,1.2,B,8,-9900,?,0,77777,B,8,0.9,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
04/09/1976,02:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,A,7,0,A,7,4.4,A,7,-3.9,A,7,55,A,7,872,A,7,0,A,7,0.0,A,7,32200,A,7,77777,A,7,0.9,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
04/09/1976,03:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,B,8,0,B,8,3.7,B,8,-3.6,B,8,58,B,8,872,B,8,0,B,8,0.0,B,8,-9900,?,0,77777,B,8,0.9,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
04/09/1976,04:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,B,8,0,B,8,2.9,B,8,-3.7,B,8,61,B,8,871,B,8,0,B,8,0.0,B,8,-9900,?,0,77777,B,8,0.9,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
04/09/1976,05:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,A,7,0,A,7,2.2,A,7,-3.9,A,7,64,A,7,871,A,7,0,A,7,0.0,A,7,32200,A,7,77777,A,7,0.9,E,8,-9900.000,?,0,-9900.000,?,0,-9900,-9900,?,0
04/09/1976,06:00,2,170,5,1,13,14,1,9,2,1,13,0,1,13,0,1,9,0,1,13,0,1,21,1,B,8,0,B,8,3.5,B,8,-3.5,B,8,62,B,8,871,B,8,360,B,8,1.2,B,8,-9900,?,0,77777,B,8,0.9,E,8,0.037,F,8,-9900.000,?,0,-9900,-9900,?,0
04/09/1976,07:00,138,1362,62,1,13,416,1,9,21,1,13,6400,1,13,25900,1,9,3800,1,13,410,1,21,2,B,8,0,B,8,4.8,B,8,-2.5,B,8,60,B,8,872,B,8,350,B,8,2.4,B,8,-9900,?,0,77777,B,8,0.9,E,8,0.037,F,8,-9900.000,?,0,-9900,-9900,?,0
04/09/1976,08:00,366,1362,228,1,9,701,1,9,41,1,13,24200,1,9,61500,1,9,7700,1,13,910,1,18,3,A,7,0,A,7,6.1,A,7,-1.7,A,7,58,A,7,872,A,7,350,A,7,3.6,A,7,96600,A,7,77777,A,7,1.0,E,8,0.037,F,8,-9900.000,?,0,-9900,-9900,?,0
04/09/1976,09:00,581,1362,408,1,13,814,1,13,62,1,13,43000,1,13,77800,1,13,9700,1,13,1340,1,23,4,B,8,0,B,8,8.9,B,8,-1.2,B,8,51,B,8,872,B,8,20,B,8,3.8,B,8,-9900,?,0,77777,B,8,1.0,E,8,0.037,F,8,-9900.000,?,0,-9900,-9900,?,0
04/09/1976,10:00,765,1362,572,1,13,878,1,13,79,1,13,59800,1,13,86400,1,13,11200,1,13,1750,1,23,4,B,8,0,B,8,11.6,B,8,-1.0,B,8,43,B,8,872,B,8,50,B,8,3.9,B,8,-9900,?,0,77777,B,8,1.0,E,8,0.037,F,8,-9900.000,?,0,-9900,-9900,?,0
04/09/1976,11:00,908,1362,700,1,9,903,1,9,98,1,13,72700,1,9,89700,1,9,12800,1,13,2230,1,18,5,A,7,0,A,7,14.4,A,7,-0.6,A,7,36,A,7,872,A,7,80,A,7,4.1,A,7,96600,A,7,77777,A,7,1.0,E,8,0.037,F,8,-9900.000,?,0,-9900,-9900,?,0
04/09/1976,12:00,998,1362,725,1,9,862,1,9,94,1,13,75500,1,9,86100,1,9,12300,1,13,2550,1,18,6,B,8,1,B,8,16.1,B,8,-1.5,B,8,31,B,8,873,B,8,60,B,8,4.1,B,8,-9900,?,0,77777,B,8,1.0,E,8,0.037,F,8,-9900.000,?,0,-9900,-9900,?,0
04/09/1976,13:00,1029,1362,713,1,18,701,1,18,184,1,18,75900,1,18,71400,1,18,21800,1,18,5840,1,31,7,B,8,3,B,8,17.7,B,8,-2.2,B,8,27,B,8,873,B,8,40,B,8,4.1,B,8,-9900,?,0,77777,B,8,1.0,E,8,0.037,F,8,-9900.000,?,0,-9900,-9900,?,0
04/09/1976,14:00,1000,1362,756,1,13,774,1,13,188,1,13,80000,1,13,78500,1,13,22200,1,13,5630,1,23,8,A,7,4,A,7,19.4,A,7,-2.8,A,7,22,A,7,873,A,7,20,A,7,4.1,A,7,96600,A,7,77777,A,7,0.9,E,8,0.037,F,8,-9900.000,?,0,-9900,-9900,?,0
04/09/1976,15:00,912,1362,531,1,18,402,1,18,262,1,18,56000,1,18,41500,1,18,28100,1,18,7010,1,31,8,B,8,4,B,8,18.3,B,8,-1.9,B,8,27,B,8,874,B,8,340,B,8,5.7,B,8,-9900,?,0,77777,B,8,1.0,E,8,0.037,F,8,-9900.000,?,0,-9900,-9900,?,0
04/09/1976,16:00,772,1362,467,1,18,524,1,18,170,1,18,50200,1,18,53500,1,18,19900,1,18,3810,1,31,7,B,8,5,B,8,17.2,B,8,-0.6,B,8,31,B,8,874,B,8,300,B,8,7.2,B,8,-9900,?,0,77777,B,8,1.1,E,8,0.037,F,8,-9900.000,?,0,-9900,-9900,?,0
04/09/1976,17:00,589,1362,261,1,13,260,1,13,149,1,13,28200,1,13,26200,1,13,16900,1,13,3110,1,23,7,A,7,5,A,7,16.1,A,7,1.1,A,7,36,A,7,875,A,7,260,A,7,8.8,A,7,96600,A,7,7620,A,7,1.1,E,8,0.037,F,8,-9900.000,?,0,-9900,-9900,?,0
04/09/1976,18:00,375,1362,136,1,18,167,1,18,90,1,18,14600,1,18,14600,1,18,10500,1,18,1720,1,31,7,B,8,4,B,8,13.7,B,8,0.6,B,8,43,B,8,876,B,8,260,B,8,9.0,B,8,-9900,?,0,77777,B,8,1.2,E,8,0.037,F,8,-9900.000,?,0,-9900,-9900,?,0
